,text
3341,"The old servant became very valuable to Hendon and the King; for he dropped in several times a day to ‘abuse’ the former, and always smuggled in a few delicacies to help out the prison bill of fare; he also furnished the current news.  Hendon reserved the dainties for the King; without them his Majesty might not have survived, for he was not able to eat the coarse and wretched food provided by the jailer.  Andrews was obliged to confine himself to brief visits, in order to avoid suspicion; but he managed to impart a fair degree of information each time—information delivered in a low voice, for Hendon’s benefit, and interlarded with insulting epithets delivered in a louder voice for the benefit of other hearers."
3342,"So, little by little, the story of the family came out.  Arthur had been dead six years.  This loss, with the absence of news from Hendon, impaired the father’s health; he believed he was going to die, and he wished to see Hugh and Edith settled in life before he passed away; but Edith begged hard for delay, hoping for Miles’s return; then the letter came which brought the news of Miles’s death; the shock prostrated Sir Richard; he believed his end was very near, and he and Hugh insisted upon the marriage; Edith begged for and obtained a month’s respite, then another, and finally a third; the marriage then took place by the death-bed of Sir Richard.  It had not proved a happy one.  It was whispered about the country that shortly after the nuptials the bride found among her husband’s papers several rough and incomplete drafts of the fatal letter, and had accused him of precipitating the marriage—and Sir Richard’s death, too—by a wicked forgery. Tales of cruelty to the Lady Edith and the servants were to be heard on all hands; and since the father’s death Sir Hugh had thrown off all soft disguises and become a pitiless master toward all who in any way depended upon him and his domains for bread."
3343,There was a bit of Andrew’s gossip which the King listened to with a lively interest—
3344,"“There is rumour that the King is mad.  But in charity forbear to say I mentioned it, for ’tis death to speak of it, they say.”"
3345,His Majesty glared at the old man and said—
3346,"“The King is not mad, good man—and thou’lt find it to thy advantage to busy thyself with matters that nearer concern thee than this seditious prattle.”"
3347,"“What doth the lad mean?” said Andrews, surprised at this brisk assault from such an unexpected quarter.  Hendon gave him a sign, and he did not pursue his question, but went on with his budget—"
3348,“The late King is to be buried at Windsor in a day or two—the 16th of the month—and the new King will be crowned at Westminster the 20th.”
3349,"“Methinks they must needs find him first,” muttered his Majesty; then added, confidently, “but they will look to that—and so also shall I.”"
3350,“In the name of—”
3351,But the old man got no further—a warning sign from Hendon checked his remark.  He resumed the thread of his gossip—
3352,"“Sir Hugh goeth to the coronation—and with grand hopes.  He confidently looketh to come back a peer, for he is high in favour with the Lord Protector.”"
3353,“What Lord Protector?” asked his Majesty.
3354,“His Grace the Duke of Somerset.”
3355,“What Duke of Somerset?”
3356,"“Marry, there is but one—Seymour, Earl of Hertford.”"
3357,The King asked sharply—
3358,"“Since when is he a duke, and Lord Protector?”"
3359,“Since the last day of January.”
3360,“And prithee who made him so?”
3361,“Himself and the Great Council—with help of the King.”
3362,"His Majesty started violently.  ""The King!” he cried.  “What king, good sir?”"
3363,"“What king, indeed! (God-a-mercy, what aileth the boy?)  Sith we have but one, ’tis not difficult to answer—his most sacred Majesty King Edward the Sixth—whom God preserve!  Yea, and a dear and gracious little urchin is he, too; and whether he be mad or no—and they say he mendeth daily—his praises are on all men’s lips; and all bless him, likewise, and offer prayers that he may be spared to reign long in England; for he began humanely with saving the old Duke of Norfolk’s life, and now is he bent on destroying the cruellest of the laws that harry and oppress the people.”"
3364,"This news struck his Majesty dumb with amazement, and plunged him into so deep and dismal a reverie that he heard no more of the old man’s gossip. He wondered if the ‘little urchin’ was the beggar-boy whom he left dressed in his own garments in the palace.  It did not seem possible that this could be, for surely his manners and speech would betray him if he pretended to be the Prince of Wales—then he would be driven out, and search made for the true prince.  Could it be that the Court had set up some sprig of the nobility in his place?  No, for his uncle would not allow that—he was all-powerful and could and would crush such a movement, of course.  The boy’s musings profited him nothing; the more he tried to unriddle the mystery the more perplexed he became, the more his head ached, and the worse he slept.  His impatience to get to London grew hourly, and his captivity became almost unendurable."
3365,"Hendon’s arts all failed with the King—he could not be comforted; but a couple of women who were chained near him succeeded better. Under their gentle ministrations he found peace and learned a degree of patience.  He was very grateful, and came to love them dearly and to delight in the sweet and soothing influence of their presence.  He asked them why they were in prison, and when they said they were Baptists, he smiled, and inquired—"
3366,"“Is that a crime to be shut up for in a prison?  Now I grieve, for I shall lose ye—they will not keep ye long for such a little thing.”"
